student_id,course_id,chapter_order,time_spent,score,completion_status
S097,C2,7,57.1,73.1,0
S097,C2,8,41.7,39.0,0
S098,C2,1,31.6,60.0,1
S098,C2,2,41.9,70.1,1
S098,C2,3,61.3,61.3,1
S098,C2,4,52.2,100.0,1
S098,C2,5,50.7,67.3,1
S098,C2,6,33.3,67.1,1
S098,C2,7,31.7,74.0,1
S098,C2,8,46.6,37.6,1
S099,C1,1,40.6,71.7,0
S099,C1,2,39.0,60.2,0
S099,C1,3,67.2,59.4,0
S099,C1,4,49.0,77.6,0
S099,C1,5,27.0,85.4,0
S099,C1,6,47.2,60.8,0
S099,C1,7,57.3,51.9,0
S099,C1,8,12.7,59.2,0
S100,C3,1,43.0,71.2,1
S100,C3,2,41.6,60.2,1
S100,C3,3,47.5,76.6,1
S100,C3,4,28.6,91.2,1
S100,C3,5,43.5,70.3,1
S100,C3,6,55.6,73.5,1
S100,C3,7,59.3,74.3,1
S100,C3,8,35.8,75.4,1
S101,C2,1,53.4,83.8,1
S101,C2,2,8.2,93.4,1
S101,C2,3,42.2,58.5,1
S101,C2,4,42.4,47.7,1
S101,C2,5,60.7,65.0,1
S101,C2,6,33.9,67.5,1
S101,C2,7,61.8,72.0,1
S101,C2,8,23.9,77.0,1
S102,C3,1,67.4,76.9,1
S102,C3,2,43.8,64.8,1
S102,C3,3,66.0,100.0,1
S102,C3,4,51.7,54.6,1
S102,C3,5,42.7,76.5,1
S102,C3,6,9.8,75.0,1
S102,C3,7,51.5,89.9,1
S102,C3,8,63.3,71.7,1
S103,C2,1,32.9,76.4,1
S103,C2,2,37.9,69.8,1
S103,C2,3,53.2,70.1,1
S103,C2,4,38.5,68.4,1
S103,C2,5,43.7,64.4,1
S103,C2,6,41.1,94.0,1
S103,C2,7,53.4,65.6,1
S103,C2,8,55.5,65.0,1
S104,C2,1,43.4,76.7,1
S104,C2,2,21.4,53.1,1
S104,C2,3,27.1,72.1,1
S104,C2,4,71.0,100.0,1
S104,C2,5,54.6,77.5,1
S104,C2,6,18.0,61.9,1
S104,C2,7,33.2,60.7,1
S104,C2,8,42.5,62.9,1
S105,C1,1,15.3,81.2,1
S105,C1,2,28.9,73.6,1
S105,C1,3,76.1,56.2,1
S105,C1,4,7.0,65.7,1
S105,C1,5,61.5,99.4,1
S105,C1,6,26.6,77.5,1
S105,C1,7,38.0,68.4,1
S105,C1,8,84.7,47.5,1
S106,C3,1,70.0,93.4,0
S106,C3,2,61.3,71.5,0
S106,C3,3,49.9,94.4,0
S106,C3,4,35.0,83.1,0
S106,C3,5,45.3,79.8,0
S106,C3,6,61.9,69.2,0
S106,C3,7,43.7,41.1,0
S106,C3,8,54.6,59.1,0
S107,C3,1,85.7,66.0,1
S107,C3,2,62.9,64.9,1
S107,C3,3,51.2,92.4,1
S107,C3,4,62.5,66.9,1
S107,C3,5,43.0,85.1,1
S107,C3,6,80.0,72.9,1
S107,C3,7,74.4,66.4,1
S107,C3,8,59.3,86.5,1
S108,C2,1,61.3,77.3,1
S108,C2,2,63.2,57.0,1
S108,C2,3,66.7,72.1,1
S108,C2,4,63.1,48.4,1
S108,C2,5,47.7,72.2,1
S108,C2,6,35.7,74.7,1
S108,C2,7,68.1,59.6,1
S108,C2,8,59.4,53.1,1
S109,C3,1,33.1,65.4,0
S109,C3,2,70.9,80.1,0
S109,C3,3,45.5,79.1,0
S109,C3,4,34.3,75.0,0
S109,C3,5,54.9,84.1,0
S109,C3,6,51.7,58.7,0
S109,C3,7,30.0,58.5,0
S109,C3,8,21.1,58.6,0
S110,C2,1,45.9,64.9,0
S110,C2,2,54.5,51.4,0
S110,C2,3,67.2,62.8,0
S110,C2,4,45.1,85.1,0
S110,C2,5,64.5,67.2,0
S110,C2,6,48.1,62.6,0
S110,C2,7,21.5,66.7,0
S110,C2,8,48.5,90.5,0
S111,C1,1,34.6,93.4,1
S111,C1,2,53.3,82.2,1
S111,C1,3,35.1,46.9,1
S111,C1,4,55.6,84.0,1
S111,C1,5,58.3,73.1,1
S111,C1,6,30.5,100.0,1
S111,C1,7,52.2,67.4,1
S111,C1,8,42.5,72.2,1
S112,C1,1,60.4,60.0,1
S112,C1,2,42.6,84.2,1
S112,C1,3,41.6,81.3,1
S112,C1,4,44.0,99.7,1
S112,C1,5,68.5,50.1,1
S112,C1,6,52.8,57.8,1
S112,C1,7,47.9,71.0,1
S112,C1,8,29.2,85.9,1
S113,C1,1,44.9,55.4,1
S113,C1,2,59.7,65.4,1
S113,C1,3,30.1,69.1,1
S113,C1,4,64.1,79.5,1
S113,C1,5,48.3,50.1,1
S113,C1,6,69.3,60.7,1
S113,C1,7,59.0,65.1,1
S113,C1,8,57.6,89.6,1
S114,C1,1,43.5,63.5,1
S114,C1,2,47.1,64.9,1
S114,C1,3,82.0,55.1,1
S114,C1,4,60.0,77.8,1
S114,C1,5,48.4,92.2,1
S114,C1,6,49.5,60.5,1
S114,C1,7,49.4,67.3,1
S114,C1,8,52.5,82.2,1
S115,C2,1,6.6,67.1,1
S115,C2,2,81.2,81.8,1
S115,C2,3,44.7,66.1,1
S115,C2,4,45.3,78.2,1
S115,C2,5,27.3,86.7,1
S115,C2,6,55.7,80.8,1
S115,C2,7,51.6,70.3,1
S115,C2,8,55.1,78.9,1
S116,C2,1,16.7,59.1,0
S116,C2,2,46.5,93.2,0
S116,C2,3,59.3,98.8,0
S116,C2,4,59.8,49.7,0
S116,C2,5,50.3,81.5,0
S116,C2,6,47.6,73.7,0
S116,C2,7,31.0,60.0,0
S116,C2,8,39.1,67.3,0
S117,C1,1,70.1,68.4,0
S117,C1,2,57.7,96.6,0
S117,C1,3,45.3,73.5,0
S117,C1,4,67.1,74.9,0
S117,C1,5,35.1,61.0,0
S117,C1,6,27.9,55.9,0
S117,C1,7,52.5,87.1,0
S117,C1,8,51.6,54.5,0
S118,C1,1,63.6,56.5,1
S118,C1,2,34.4,70.9,1
S118,C1,3,61.7,86.7,1
S118,C1,4,44.9,81.6,1
S118,C1,5,19.7,59.2,1
S118,C1,6,34.5,88.8,1
S118,C1,7,54.8,72.8,1
S118,C1,8,49.2,93.5,1
S119,C2,1,23.6,66.0,1
S119,C2,2,38.6,78.8,1
S119,C2,3,21.0,76.9,1
S119,C2,4,75.4,49.6,1
S119,C2,5,47.8,60.1,1
S119,C2,6,51.4,70.3,1
S119,C2,7,35.4,77.3,1
S119,C2,8,72.1,67.1,1
S120,C3,1,67.3,66.7,0
S120,C3,2,67.3,75.3,0
S120,C3,3,62.1,75.2,0
S120,C3,4,54.3,66.9,0
S120,C3,5,37.7,77.0,0
S120,C3,6,37.9,74.0,0
S120,C3,7,36.6,48.1,0
S120,C3,8,33.1,75.1,0
